hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card,total_stay_duration
Resort Hotel,0,3,2015,7,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,149.0,0,Transient,116.33,1,1,Check-Out,20/07/15,Maria Mathews,Maria.Mathews@xfinity.com,378-841-6181,************7569,3
Resort Hotel,0,9,2015,7,29,17,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,164.0,0,1,Check-Out,21/07/15,Sarah Ramirez,Ramirez_Sarah91@yandex.com,625-640-0396,************5553,4
Resort Hotel,0,19,2015,7,29,18,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,149.0,0,Transient,147.67,0,2,Check-Out,21/07/15,Jessica Cooper,Cooper_Jessica93@gmail.com,529-640-4850,************8733,3
Resort Hotel,0,25,2015,7,29,18,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,149.0,0,Transient,145.0,0,0,Check-Out,24/07/15,William Sullivan,William_Sullivan@zoho.com,797-919-5202,************3501,6
Resort Hotel,0,108,2015,7,29,18,2,4,2,1,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,147.0,1,2,Check-Out,24/07/15,Michael Myers,Michael.M@protonmail.com,518-132-2673,************5844,6
Resort Hotel,1,37,2015,7,29,18,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,149.0,0,Transient,168.3,0,0,Canceled,18/07/15,Charles Wallace,CharlesWallace@mail.com,858-030-1199,************4581,6
Resort Hotel,0,45,2015,7,29,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,167.0,0,0,Check-Out,25/07/15,Katie Caldwell MD,MD_Katie94@comcast.net,583-151-2764,************4827,7
Resort Hotel,0,64,2015,7,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,137.75,1,1,Check-Out,25/07/15,Melinda Vaughn,Vaughn_Melinda@mail.com,377-173-2317,************5735,7
Resort Hotel,0,44,2015,7,29,18,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,149.0,0,Transient,145.0,0,0,Check-Out,22/07/15,Ryan Hernandez,Ryan.H@aol.com,891-867-4548,************4463,4
Resort Hotel,0,26,2015,7,29,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,132.6,1,0,Check-Out,22/07/15,Kaitlyn Price,Kaitlyn.P@verizon.com,691-398-3353,************1475,4
Resort Hotel,1,96,2015,7,29,18,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,147.0,0,0,Canceled,29/04/15,Ian Ruiz,Ruiz_Ian33@aol.com,609-232-7724,************4407,4
Resort Hotel,1,123,2015,7,29,18,2,2,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,149.0,0,Transient,157.0,0,2,Canceled,4/6/2015,Kristen Johnson,Kristen.Johnson90@aol.com,370-321-0168,************6702,4
Resort Hotel,1,42,2015,7,29,18,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,149.0,0,Transient,210.0,0,0,Canceled,11/6/2015,Raymond Brandt,Brandt.Raymond@mail.com,319-878-4862,************8566,5
Resort Hotel,0,59,2015,7,29,18,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,149.0,0,Contract,132.5,0,0,Check-Out,23/07/15,Cindy Ali,Cindy_A@aol.com,724-926-3351,************9304,5
Resort Hotel,0,28,2015,7,29,18,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,149.0,0,Transient,98.02,0,1,Check-Out,23/07/15,Anthony Dean,Anthony.D@yahoo.com,344-669-7638,************4903,5
Resort Hotel,0,106,2015,7,29,18,2,3,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,240.0,149.0,0,Transient,126.0,0,2,Check-Out,23/07/15,Crystal Wright,Crystal_W@protonmail.com,998-795-3167,************5459,5
Resort Hotel,0,1,2015,7,29,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,173.0,0,1,Check-Out,19/07/15,Margaret Hernandez,Hernandez.Margaret@comcast.net,625-354-9636,************9281,1
Resort Hotel,0,0,2015,7,29,18,0,1,2,2,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,240.0,149.0,0,Transient,249.0,0,0,Check-Out,19/07/15,Brian Shepherd,Shepherd.Brian56@hotmail.com,383-899-7976,************4300,1
Resort Hotel,0,4,2015,7,29,18,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,186.5,0,0,Check-Out,20/07/15,James Burton,James.Burton@gmail.com,118-901-2079,************3694,2
Resort Hotel,0,3,2015,7,29,18,2,1,1,0,0,BB,CN,Direct,Direct,0,0,0,D,E,0,No Deposit,240.0,149.0,0,Transient,95.0,0,1,Check-Out,21/07/15,Bruce Rollins,Bruce.R@outlook.com,479-820-9227,************5155,3
Resort Hotel,0,73,2015,7,29,18,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,241.5,0,2,Check-Out,25/07/15,Anne Franklin,AnneFranklin@zoho.com,556-488-1764,************4474,7
Resort Hotel,0,44,2015,7,29,18,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,177.0,1,0,Check-Out,25/07/15,Janet Cooke,Janet.Cooke96@zoho.com,626-569-8510,************6279,7
Resort Hotel,0,95,2015,7,29,18,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,149.0,0,Transient,153.73,1,0,Check-Out,25/07/15,Patrick Thompson,PatrickThompson@aol.com,453-274-8585,************9425,7
Resort Hotel,0,94,2015,7,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,115.0,0,1,Check-Out,25/07/15,Amy Harrington,Amy_Harrington@yandex.com,162-240-2695,************6776,7
Resort Hotel,1,40,2015,7,29,18,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,149.0,0,Transient,127.03,0,2,Canceled,24/06/15,Stacy Smith,Smith.Stacy@mail.com,209-301-0118,************2322,7
Resort Hotel,0,64,2015,7,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,128.25,0,1,Check-Out,25/07/15,Jessica Davis,JessicaDavis@hotmail.com,627-126-9246,************3344,7
Resort Hotel,0,64,2015,7,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,128.25,0,1,Check-Out,25/07/15,Dr. Nicole Ortiz,Dr._O@xfinity.com,241-653-0641,************1294,7
Resort Hotel,0,94,2015,7,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,115.0,0,1,Check-Out,25/07/15,Tyler Martin,TMartin@protonmail.com,126-563-7308,************9557,7
Resort Hotel,0,57,2015,7,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,149.0,0,Transient,135.0,0,1,Check-Out,26/07/15,Phillip Delacruz,PDelacruz@mail.com,408-998-6954,************5554,8
Resort Hotel,1,60,2015,7,29,18,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,167.0,0,0,Canceled,1/6/2015,Alex Edwards,AEdwards@xfinity.com,297-422-3112,************1842,8
Resort Hotel,0,57,2015,7,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,149.0,0,Transient,135.0,0,1,Check-Out,26/07/15,Katherine Olson,Olson.Katherine@yahoo.com,251-750-1008,************1554,8
Resort Hotel,0,87,2015,7,29,18,4,10,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,124.5,0,0,Check-Out,1/8/2015,Danielle Newman,DNewman68@verizon.com,810-001-1489,************5353,14
Resort Hotel,0,0,2015,7,30,19,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,98.0,0,0,Check-Out,20/07/15,James Benson,James_B@hotmail.com,771-197-3340,************8450,1
Resort Hotel,0,0,2015,7,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Group,98.0,1,0,Check-Out,20/07/15,Bonnie Kent,Bonnie.K46@xfinity.com,594-593-5721,************1342,1
Resort Hotel,0,6,2015,7,30,19,1,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,149.0,0,Transient,135.0,0,0,Check-Out,20/07/15,James Butler,James_B@hotmail.com,691-035-4597,************7249,1
Resort Hotel,0,0,2015,7,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,240.0,0,Group,88.2,0,0,Check-Out,20/07/15,Anne Alvarez,Anne_A@comcast.net,514-458-1755,************6603,1
Resort Hotel,0,19,2015,7,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,1,1,Check-Out,20/07/15,Leslie Robinson,Leslie.Robinson@comcast.net,695-481-7019,************6115,1
Resort Hotel,0,4,2015,7,30,19,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,154.5,1,2,Check-Out,21/07/15,Michelle Wade,Wade_Michelle@att.com,716-387-8620,************4508,2
Resort Hotel,1,59,2015,7,30,19,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,145.0,0,0,Canceled,23/05/15,Mr. Gregory Gillespie MD,Mr._M@protonmail.com,208-492-1413,************3265,3
Resort Hotel,0,44,2015,7,30,19,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,92.0,0,0,Check-Out,23/07/15,Catherine Johnson,Catherine.Johnson67@xfinity.com,631-470-2691,************1288,4
Resort Hotel,1,37,2015,7,30,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,154.0,0,0,Canceled,29/06/15,Jessica Reese,Jessica.R@xfinity.com,871-933-4457,************2154,4
Resort Hotel,0,66,2015,7,30,19,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,115.0,0,1,Check-Out,24/07/15,Courtney Owens,Courtney.Owens99@xfinity.com,863-518-9871,************8717,5
Resort Hotel,1,38,2015,7,30,19,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,149.0,0,Transient,110.53,0,0,Canceled,19/06/15,Matthew Wolfe,Wolfe.Matthew@gmail.com,761-954-3775,************3386,6
Resort Hotel,1,62,2015,7,30,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,261.0,149.0,0,Transient,158.5,0,1,Canceled,17/06/15,Ronald Lynch,Lynch.Ronald@hotmail.com,846-286-4469,************8246,7
Resort Hotel,0,41,2015,7,30,19,2,5,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,149.0,0,Transient,131.37,0,1,Check-Out,26/07/15,Heather Lee,Heather_Lee@zoho.com,286-684-8412,************9448,7
Resort Hotel,1,60,2015,7,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,117.71,0,0,Canceled,27/05/15,Clarence Kemp,ClarenceKemp@xfinity.com,289-137-4970,************1267,7
Resort Hotel,0,104,2015,7,30,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,149.0,0,Contract,123.0,0,1,Check-Out,26/07/15,Eric Nelson,Eric.N@yandex.com,823-450-1026,************2025,7
Resort Hotel,1,62,2015,7,30,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,261.0,149.0,0,Transient,158.5,0,1,Canceled,17/06/15,Renee Mayo,Mayo_Renee@protonmail.com,320-685-5388,************9584,7
Resort Hotel,0,117,2015,7,30,19,2,5,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,117.84,0,2,Check-Out,26/07/15,Crystal Berry,Berry_Crystal@aol.com,819-187-7303,************7558,7
Resort Hotel,1,31,2015,7,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,154.0,0,0,Canceled,19/06/15,Reginald Powell,Powell_Reginald@att.com,659-110-3894,************7434,7
Resort Hotel,0,34,2015,7,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,149.0,0,Transient,116.85,0,0,Check-Out,26/07/15,Gabrielle Morgan,GMorgan48@mail.com,818-551-1239,************1870,7
Resort Hotel,0,47,2015,7,30,19,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,149.0,0,Transient,129.16,0,1,Check-Out,25/07/15,Jessica Roberts,Jessica_Roberts@protonmail.com,583-041-1261,************4456,6
Resort Hotel,1,24,2015,7,30,19,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,214.0,0,0,Canceled,29/06/15,Jennifer Underwood,JenniferUnderwood16@xfinity.com,128-935-8484,************2491,6
Resort Hotel,1,104,2015,7,30,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,115.0,0,2,Canceled,2/7/2015,Kenneth Lang,KennethLang@aol.com,440-932-6990,************7375,6
Resort Hotel,0,104,2015,7,30,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,149.0,0,Contract,123.0,0,1,Check-Out,26/07/15,Carmen Fisher,CarmenFisher@protonmail.com,147-908-6539,************9277,7
Resort Hotel,0,32,2015,7,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,149.0,0,Transient,123.0,0,0,Check-Out,26/07/15,Virginia Ferguson,Virginia.F@outlook.com,834-138-2793,************9140,7
Resort Hotel,1,47,2015,7,30,19,3,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,195.0,0,0,Canceled,14/07/15,Michelle Riddle,Michelle.Riddle@outlook.com,307-699-4793,************4121,8
Resort Hotel,0,29,2015,7,30,19,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142.0,149.0,0,Contract,135.2,0,0,Check-Out,29/07/15,Michael Nunez,Nunez_Michael78@gmail.com,689-215-1695,************3607,10
Resort Hotel,0,30,2015,7,30,19,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,149.0,0,Transient,123.0,0,2,Check-Out,2/8/2015,Jeremy Wood,Jeremy.Wood@xfinity.com,173-294-2904,************8790,14
Resort Hotel,0,123,2015,7,30,19,2,4,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,149.0,0,Transient,130.5,0,1,Check-Out,25/07/15,Richard Vaughn,Vaughn_Richard@mail.com,973-864-8098,************8790,6
Resort Hotel,0,14,2015,7,30,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,104.0,149.0,0,Transient,123.0,0,0,Check-Out,21/07/15,Monica Trevino,Trevino_Monica@verizon.com,148-159-8385,************2767,1
Resort Hotel,1,118,2015,7,30,20,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,179.1,0,2,Canceled,13/05/15,Amanda Trevino,Amanda.Trevino@att.com,968-267-5487,************5972,3
Resort Hotel,0,0,2015,7,30,20,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,5.0,149.0,0,Transient,0.0,0,0,Check-Out,20/07/15,Nicole Craig,NCraig@aol.com,537-639-4542,************4568,0
Resort Hotel,0,0,2015,7,30,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241.0,149.0,0,Transient,0.0,0,1,Check-Out,20/07/15,Gabriella Bailey,Gabriella_Bailey@comcast.net,285-081-4654,************5766,0
Resort Hotel,0,79,2015,7,30,20,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,149.0,0,Transient,115.0,0,3,Check-Out,24/07/15,Ellen Holmes,Holmes_Ellen@comcast.net,400-374-4060,************1791,4
Resort Hotel,0,63,2015,7,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,149.0,0,Transient,115.0,0,0,Check-Out,24/07/15,Stacey Morris,Morris.Stacey@zoho.com,820-125-7822,************4922,4
Resort Hotel,0,68,2015,7,30,20,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,3,No Deposit,240.0,149.0,0,Transient,103.5,1,2,Check-Out,24/07/15,Amanda Jackson,Amanda_Jackson@mail.com,458-676-2210,************3583,4
Resort Hotel,0,96,2015,7,30,20,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,149.0,0,Transient,157.0,1,0,Check-Out,24/07/15,David Gibson,David.G47@yahoo.com,949-745-3957,************3869,4
Resort Hotel,1,41,2015,7,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,135.0,0,1,Canceled,15/06/15,Dawn King,Dawn_K@gmail.com,656-423-6720,************5950,4
Resort Hotel,0,46,2015,7,30,20,1,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,149.0,0,Transient,111.65,0,0,Check-Out,24/07/15,James Trevino,Trevino_James31@zoho.com,556-583-5902,************9584,4
Resort Hotel,1,41,2015,7,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,135.0,0,1,Canceled,15/06/15,Nathan Hurst,NHurst@zoho.com,837-243-7189,************3111,4
Resort Hotel,1,60,2015,7,30,20,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,195.0,0,0,Canceled,17/06/15,Kelly Ross,KellyRoss@gmail.com,254-893-9298,************3188,5
Resort Hotel,0,41,2015,7,30,20,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient,104.0,0,0,Check-Out,25/07/15,Ronnie Smith,Ronnie_S@att.com,398-593-0178,************8593,5
Resort Hotel,1,69,2015,7,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,135.0,0,0,Canceled,8/6/2015,William Johnson,William_Johnson78@yahoo.com,385-339-8343,************8057,5
Resort Hotel,1,41,2015,7,30,20,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,214.0,0,1,Canceled,22/06/15,Jesus Martin,Martin.Jesus92@gmail.com,410-605-3632,************6634,6
Resort Hotel,0,52,2015,7,30,20,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,133.17,0,0,Check-Out,26/07/15,Angela Powell,Angela.Powell@hotmail.com,288-523-4889,************9527,6
Resort Hotel,1,41,2015,7,30,20,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,141.33,0,1,Canceled,22/06/15,Sheila King,King.Sheila15@mail.com,140-889-7382,************2179,6
Resort Hotel,0,89,2015,7,30,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,241.0,149.0,0,Transient,121.01,0,1,Check-Out,27/07/15,Jessica Mccarthy,JessicaMccarthy@zoho.com,696-910-1260,************2519,7
Resort Hotel,1,28,2015,7,30,20,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient,240.64,0,0,Canceled,20/07/15,Michael Chen,Michael_C58@verizon.com,685-074-0863,************8546,7
Resort Hotel,0,65,2015,7,30,20,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105.0,149.0,0,Transient,167.5,0,0,Check-Out,27/07/15,Victoria Mitchell,VMitchell68@comcast.net,127-620-0874,************4561,7
Resort Hotel,0,82,2015,7,30,20,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,152.43,0,3,Check-Out,27/07/15,Jerome Anderson,Jerome_Anderson@outlook.com,514-329-2140,************8014,7
Resort Hotel,0,42,2015,7,30,20,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient,148.34,0,0,Check-Out,27/07/15,Matthew Spencer,Spencer_Matthew@comcast.net,222-490-3538,************7280,7
Resort Hotel,0,62,2015,7,30,20,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,167.0,0,1,Check-Out,27/07/15,Rebecca Montgomery,Montgomery_Rebecca@outlook.com,941-822-8560,************3133,7
Resort Hotel,1,86,2015,7,30,20,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,149.0,0,Transient,172.93,0,1,Canceled,11/5/2015,Justin Roberson,Justin.R48@protonmail.com,130-129-6861,************7774,7
Resort Hotel,1,118,2015,7,30,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,179.1,0,1,Canceled,23/04/15,Erica Calderon,Erica.Calderon@protonmail.com,156-814-5373,************1732,7
Resort Hotel,0,28,2015,7,30,20,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,15.0,149.0,0,Transient,192.5,0,1,Check-Out,27/07/15,Carl Brooks,Brooks.Carl91@yahoo.com,232-257-9946,************4331,7
Resort Hotel,1,52,2015,7,30,20,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,149.0,0,Transient,92.0,0,0,Canceled,2/6/2015,Chelsea Moreno,Moreno.Chelsea@mail.com,368-499-6043,************6886,9
Resort Hotel,1,49,2015,7,30,20,3,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,149.0,0,Transient,111.2,0,0,Canceled,1/6/2015,Taylor Pope,Pope.Taylor@yandex.com,390-427-4123,************1768,9
Resort Hotel,0,39,2015,7,30,20,3,7,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,142.0,149.0,0,Transient,141.6,0,1,Check-Out,30/07/15,Sydney Garcia,Garcia.Sydney@mail.com,143-129-3241,************7591,10
Resort Hotel,0,39,2015,7,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,149.0,0,Transient,141.6,0,1,Check-Out,30/07/15,Jason King,Jason_K@protonmail.com,998-085-8728,************7572,10
Resort Hotel,0,39,2015,7,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,149.0,0,Transient,141.6,0,1,Check-Out,30/07/15,James Jones,James.J@xfinity.com,982-692-8469,************7537,10
Resort Hotel,1,7,2015,7,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,149.0,0,Transient,200.0,0,0,Canceled,14/07/15,Brianna Gross,Brianna.G@mail.com,597-949-9945,************4206,11
Resort Hotel,1,7,2015,7,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,149.0,0,Transient,200.0,0,0,Canceled,14/07/15,Jennifer Kelly,JenniferKelly@att.com,433-906-3510,************8552,11
Resort Hotel,1,42,2015,7,30,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,157.0,0,0,Canceled,8/7/2015,Nancy Sanchez,Nancy_Sanchez@verizon.com,224-211-7768,************8220,2
Resort Hotel,0,5,2015,7,30,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,240.0,154.0,0,Transient,99.5,0,0,Check-Out,23/07/15,Erika Gonzalez,Erika_G@zoho.com,837-896-0730,************3707,2
Resort Hotel,1,81,2015,7,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,115.0,0,2,Canceled,1/6/2015,Paul Hayes,Paul.Hayes@yandex.com,261-897-8831,************5256,3
Resort Hotel,1,63,2015,7,30,21,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,195.0,0,0,Canceled,19/06/15,Kurt Ibarra,KurtIbarra33@aol.com,541-516-2953,************2627,4
Resort Hotel,0,61,2015,7,30,21,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,149.0,0,Transient,103.5,0,0,Check-Out,25/07/15,Randy Fowler,Fowler.Randy@protonmail.com,198-482-1092,************2281,4
Resort Hotel,0,8,2015,7,30,21,0,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,149.0,0,Transient,207.0,1,0,Check-Out,26/07/15,Ryan Hutchinson,Hutchinson.Ryan79@hotmail.com,186-459-3376,************8807,5
Resort Hotel,0,89,2015,7,30,21,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,163.33,1,1,Check-Out,27/07/15,Patty Harvey,Patty_Harvey23@yandex.com,948-314-9536,************9395,6
